name	alias	rule	topic_ecosystem	notes
Simple Sugars Raffinose	Raffinose	K006611 | K01193 | K01189 | K07406 | K07407	carbon
Simple Sugars Sorbose	Sorbose	K02812 | K02813 | K02814 | K02815	carbon
Simple Sugars Trehalose	Trehalose	K12437 | K02777 | K02819 | K01194 | K22934 | K05342 | K05343	carbon
Simple Sugars Lactose	Lactose	[K01190 | K12111 | K12112] | K12309	carbon
Complex Polysaccharide Amorphous Cellulose	Amorphous Cellulose	[[GH94 | GH1 | GH2 | GH3 | GH5 | GH9 | GH16] | GH116] & [[GH5 | GH6 | GH7 | GH8 | GH9 | GH10 | GH124 | GH12 | GH44] | GH45]	carbon
Complex Polysaccharide Crystalline Cellulose	Crystalline Cellulose	[GH7 | GH48 | AA10 | AA15 | AA16 | AA9 | AA10 | AA11] | AA13	carbon
Complex Polysaccharide Starch	Starch	[[AA13 | GH13 | GH14 | GH57 | GH119] | GH126] & [[GH133 | GH15] | GH97]	carbon
Complex Polysaccharide Pectin	Pectin	[[GH28 | PL1 | PL2 | PL9 | PL10 | PL11 | PL22 | PL26 | PL3] | PL4] & [[GH78 | GH106 | GH138 | GH139 | GH143 | CE8 | GH105 | GH4 | CE12] | GH2]	carbon
Complex Polysaccharide Beta-mannan	Beta-mannan	[[GH113 | GH134 | GH26] | GH5] & [[GH26 | GH130 | GH113 | CE2 | CE17] | GH2]	carbon
Complex Polysaccharide Alpha-mannan	Alpha-mannan	[[GH99 | GH76] & [GH76 | GH92 | GH38 | GH63 | GH47 | GH125]] | GH130	carbon
Complex Polysaccharide Xyloglucan	Xyloglucan	[[GH5 | GH9 | GH12 | GH16 | GH44 | GH45 | GH48 | GH74] | AA9] & [[GH31 | GH43 | GH10] | GH2]	carbon
Complex Polysaccharide Xylan	Xylan	[[AA13 | GH13 | GH14 | GH57 | GH119] | GH126] & [[GH133 | GH15] | GH97]	carbon
Short-Chain Fatty Acids (SCFA) Acetate	Acetate-Final	Acetate-1 | Acetate-2 | Acetate-3	carbon
	Acetate-1	[[Acetate-sub1 & [K00163 | K00161 | K00162] & K00627] | [K00174 | K00175] | [K00169 | K00170 | K00172 | K00189 | K00171 | K03737]] & [K01905 | K22224 | K24012]	carbon
	Acetate-2	Acetate-sub1 & K01568 & [K00138 | K00128 | K14085 | K00149 | K00129]	carbon
	Acetate-3	K001895 | K01913	carbon
	Acetate-sub1	[K00163 | K00161 | K00162 | K01568]	carbon
Short-Chain Fatty Acids (SCFA) Propionate	Propionate-Final	Propionate-1 | Propionate-2 | Propionate-3	carbon
	Propionate-1	"[
						[K01899 | K01900 | K01902 | K01903 | K01899]
						& [K01847 | K01849 | K01848]
						& [K00140 | [K05606 & [K11264 | K03416 | K18426]]]
						& Propionate-sub2
					]
					| Propionate-sub1"	carbon
	Propionate-2	[K01026 & [K20626 | K20627] & [K00248 | K00232] & Propionate-sub2] | Propionate-sub1	carbon
	Propionate-3	[[K01699 | K13919 | K13920] & K13922 & Propionate-sub2] | Propionate-sub1	carbon
	Propionate-sub1	"[
						[K01206 | K01905 | K22224 | K24012]
						| [
							[
								[K13788 | K00625 | K15024 | K13923]
								| [K00169 | K00170 | K00172 | K00189 | K00171]
								| K00656
							]
							& [K00925 | K00932 | K19697]
						]
					]"	carbon
	Propionate-sub2	[K01895 | K01908]	carbon
Short-Chain Fatty Acids (SCFA) Butyrate	Butyrate-Final	Butyrate-1 | Butyrate-2 | Butyrate-3 | Butyrate-4	carbon
	Butyrate-1	K00626 & [K00074 | K00022 | K07516 | K01825 | K01782 | K07514] & [K01692 | K01825 | K01782 | K07515 | K07514 | K07511 | K01715] & Butyrate-sub1	carbon
	Butyrate-2	[K00135 | K08324 | K00135 | K00139 | K17761 | K08324] & Butyrate-sub2 & Butyrate-sub1	carbon
	Butyrate-3	K01580 & [K13524 | K07250 | K14268 | K00823 | K16871] & Butyrate-sub2 & Butyrate-sub1	carbon
	Butyrate-4	"K01843
				& [K01844 | K18011]
				& K18012
				& K18013
				& [
					[K01034 | K01035]
					| [
						K18014
						& [K01692 | K01825 | K01782 | K07515 | K07514 | K07511]
						& [K00022 | K01825 | K01782 | K07514]
					]
				]
				& Butyrate-1"	carbon
	Butyrate-sub1	[K00209 | K17829] & [K01034 | K01035 | K19709]	carbon
	Butyrate-sub2	[K00043 | K08318 | K18120 | K18121] & K18122 & K14534	carbon
Short-Chain Fatty Acids (SCFA) Lactate	Lactate-Final	Lactate-1 | Lactate-2 | Lactate-3	carbon
	Lactate-1	"Lactate-sub1
				& [
					[
						[K00134 | K00150]
						& [K00927 | K01837]
						& [K01834 | K15633 | K15634 | K15635 | K01837]
					]
					| [
						[K11389 | K00131 | K18978]
						& [K01834 | K15633 | K15634 | K15635 | K01837]
					]
					| [
						[K00134 | K00150]
						& K01837 & K03103
					]
				]
				& [K01689 | K27394 | K00873 | K12406]
				& K00016"	carbon
	Lactate-2	K00016	carbon
	Lactate-3	[K18124 | K18125 | K00115 | K19813 | K00117] & K01053 & K05308 & [K11395 | K18127] & K00016	carbon
	Lactate-sub1	"[K00844 | K00886 | K08074 | K00918 | K12407 | K00845 | K25026]
					& [K01810 | K06859 | K13810 | K15916]
					& [K24182 | K00850 | K16370 | K21071 | K00918 | K00895 | K21071]
					& [K01623 | K01624 | K01622 | K11645 | K16305 | K16306]"	carbon
Short-Chain Fatty Acids (SCFA) Formate	Formate	K00656	carbon
Amino Acids Glutamate	Glutamate	K11067 | K00618 | K00619 | K14681 | K14682 | K00620 | K22476 | K22477 | K22478 | K19412 | K25032 | K00260 | K00261 | K00262 | K01915 | K00931 | K18538 | K18539 | K00603 | K01776 | K11204 | K11205 | K01909 | K06048 | K13559 | K01915 | K14272 | K05825 | K28204 | K19268 | K01846 | K01885 | K14163 | K09698 | K14223 | K01886	carbon
Amino Acids Glycine	Glycine	K00659 | K00273 | K14272 | K00827 | K00830 | K14272 | K00281 | K00282 | K00283 | K00643 | K01620 | K20801 | K00639 | K18896 | K24071 | K00552 | K00613 | K00830 | K00600 | K10814 | K10815 | K10816 | K19967 | K21456 | K01920 | K00605 | K00382 | K02437 | K03153 | K01878 | K01879 | K01880 | K14164	carbon
Amino Acids Alanine	Alanine	K00814 | K14260 | K14272 | K00827 | K00830 | K14272 | K00259 | K19244 | K03851 | K01775 | K01798 | K01872 | K23665	carbon
Amino Acids Serine	Serine	K17989 | K01754 | K10752 | K25316 | K25317 | K12235 | K01695 | K01696 | K06001 | K01694 | K00600 | K00830 | K01697 | K10150 | K13290 | K17989 | K01752 | K00640 | K23304 | K23370 | K25193 | K00654 | K00640 | K23304 | K01875 | K23371	carbon
Organic Acids Oxalate	Oxalate	K01569 | K22133	carbon
Organic Acids Citrate	Citrate	K01681 | K27802 | K01682 | K05942 | K01648 | K01647 | K01659 | K15230 | K15231 | K27797 | K18310 | K27802 | K01682 | K15232 | K15233	carbon
Organic Acids Malate	Malate	K00025 | K00026 | K00024 | K00116 | K01676 | K01677 | K01678 | K01679 | K01675 | K01774 | K00051 | K22212 | K01638 | K08692 | K14067 | K00029 | K00028 | K14471 | K14472	carbon
Aromatics/Phenolics Vanillin	Vanillin	K21802 | K24276	carbon
Lipids Glycerol	Glycerol	K01189 | K07406 | K07407 | K00005 | K22251 | K18097 | K00864 | K06120 | K06121 | K06122 | K00011 | K00002 | K13979	carbon
Microbial Compounds Chitin	Chitin	K01183 | K20547 | K13381 | K01452	carbon
Dissimilatory Sulfate Reducer Strict	DissimSulfateReducerStrict	DsrABfull & AprAB & SatK00958 & QmoABC	energy	ARCHAEA-MOD-V2: STRICT rule. Canonical DSR requires the full enzymatic pathway: dsrAB (sulfite reductase) + aprAB (APS reductase) + sat (ATP sulfurylase) + qmoABC (quinone oxidoreductase coupling DSR to quinone pool). This rule eliminates the false positive of organisms with sat alone (shared between assimilatory and dissimilatory pathways).
	DsrABfull	K11180 & K11181	energy	dsrA alpha subunit + dsrB beta subunit together; presence of both is required
	AprAB	K00394 & K00395	energy	aprA + aprB together; diagnostic of dissimilatory sulfate/sulfite metabolism
	SatK00958	K00958	energy	ATP sulfurylase / sulfate adenylyltransferase (shared asim/disim but required)
	QmoABC	K21307 & K21308 & K21309	energy	QmoABC complex couples AprAB to the quinone pool; indispensable for energy conservation in DSR. Note: Kos K21307-K21309 are shared with SoeABC (sulfite oxidation); context of dsrAB + aprAB disambiguates direction
Assimilatory Sulfate Reducer	AssimSulfateReducer	SatK00958 & CysC & [SulfiteReductaseAsim | SirFdx] & CysH	energy	ARCHAEA-MOD-V2: NEW rasgo — assimilatory sulfate reduction for cysteine biosynthesis. Pathway: SO4 → APS → PAPS → SO3 → H2S → Cys. This is functional in most Poseidoniales/MGIII of the dataset. Distinct from dissimilatory DSR.
	CysC	K00860	energy	APS kinase (APS → PAPS)
	CysH	K00390	energy	PAPS reductase (PAPS → sulfite)
	SulfiteReductaseAsim	K00380 & K00381	energy	cysJ+cysI NADPH-sulfite reductase flavoprotein+hemoprotein
	SirFdx	K00392	energy	Ferredoxin-sulfite reductase (alternative to cysJI; common in archaea)
Sulfur Oxidizer SOX Complete	SulfurOxidizerSOX	SoxABStrict & SoxYZ	energy	ARCHAEA-MOD-V2: STRICT SOX-based thiosulfate oxidation (Friedrich et al. 2005). Requires at minimum SoxA (monooxygenase) + SoxB (sulfate thiohydrolase) + SoxYZ (sulfur-carrier heterodimer). Replaces the previous loose rule that could trigger on any single SOX component.
	SoxABStrict	K17222 & K17224	energy	soxA + soxB together
	SoxYZ	K17226 & K17227	energy	soxY + soxZ heterodimer
Sulfide Oxidizer Sqr Fcc	SulfideOxidizerSqrFcc	SqrK17218 | [FccAB]	energy	ARCHAEA-MOD-V2: Sulfide oxidation via sulfide:quinone reductase (SQR) or flavocytochrome c sulfide dehydrogenase (FccAB). Entry of electrons from H2S to the quinone pool; common in microaerobic and anoxic-interface organisms.
	SqrK17218	K17218	energy	sulfide:quinone reductase
	FccAB	K17229 & K17230	energy	flavocytochrome c sulfide dehydrogenase
Thiosulfate Reducer PhsABC	ThiosulfateReducerPhs	PhsABC	energy	ARCHAEA-MOD-V2: STRICT thiosulfate reductase (phsABC complex required).
	PhsABC	K08352 & K08353 & K08354	energy	phsA catalytic + phsB iron-sulfur + phsC membrane anchor
DMSO/TMAO Reducer DmsABC	DMSOReducerDms	DmsABC	energy	ARCHAEA-MOD-V2: anaerobic respiration of DMSO/TMAO via dmsABC complex.
	DmsABC	K07306 & K07307 & K07308	energy	dmsA catalytic + dmsB iron-sulfur + dmsC membrane anchor
Hydrogenase Group 1 NiFe	HydrogenaseG1NiFe	HyaB | HybC	energy	ARCHAEA-MOD-V2: Group 1 [NiFe] — uptake/respiratory hydrogenases. H2 oxidation coupled to anaerobic/microaerobic respiration. Periplasmic/outward-facing. Signature of hydrogenotrophic lifestyle.
	HyaB	K06281 | K06282	energy	[NiFe] large subunit (hyaB/hyaL-type)
	HybC	K00437	energy	hybC [NiFe]-hydrogenase
Hydrogenase Group 3a NiFe F420	HydrogenaseG3aNiFe	FrhA & FrhB & FrhG	energy	ARCHAEA-MOD-V2: Group 3a [NiFe] F420-reducing (Frh) — classic in methanogens and some Archaeoglobales. Couples H2 oxidation to F420 reduction.
	FrhA	K00440	energy	F420-reducing NiFe-hydrogenase alpha
	FrhB	K00441	energy	F420-reducing NiFe-hydrogenase beta
	FrhG	K00443	energy	F420-reducing NiFe-hydrogenase gamma
Hydrogenase Group 3c NiFe Mvh	HydrogenaseG3cNiFeMvh	MvhSubunits	energy	ARCHAEA-MOD-V2: Group 3c [NiFe] methyl-viologen-reducing (Mvh). Typically electron-bifurcating with HdrABC. Found in methanogens (e.g. Methanothermobacter) and sulfate-reducing archaea (Archaeoglobus). Not diagnostic of methanogenesis on its own (reason mvhDG was removed from mcr rule).
	MvhSubunits	K14068 | K03421 | K03422	energy	mvhA large | mvhD delta | mvhG gamma
Hydrogenase Group 3d NiFe Hox	HydrogenaseG3dNiFe	HoxH & HoxYU	energy	ARCHAEA-MOD-V2: Group 3d [NiFe] bidirectional Hox — NAD(P)-reducing, cyanobacteria and some Proteobacteria. Rare in archaea but included for completeness.
	HoxH	K00436	energy	bidirectional hydrogenase large subunit
	HoxYU	K18007 & K18005	energy	hoxY + hoxU small-subunit-diaphorase
Hydrogenase Group 4 NiFe Energy Converting	HydrogenaseG4NiFe	EchComplex | HycComplex | HyfComplex | MbhComplex	energy	ARCHAEA-MOD-V2: Group 4 [NiFe] energy-converting hydrogenases (Ech/Eha/Ehb/Mbh/Hyc/Hyf). Couple H2 evolution/oxidation to proton/Na+ translocation. Present in methanogens, Pyrococcus-type hyperthermophiles, and many anaerobes. Diagnostic of hydrogen-evolving anaerobic metabolism.
	EchComplex	at_least(3,EchParts)	energy	≥3 of 6 Ech subunits — partial completeness accounts for MAG fragmentation
	EchParts	K14087,K14088,K14089,K14090,K14091,K14092	energy	echA,echB,echC,echD,echE,echF
	HycComplex	K15830 | K15831 | K15832	energy	hycE/F/G — formate hydrogenlyase complex
	HyfComplex	K12143 | K12144	energy	hyfG/hyfI — secondary formate hydrogenlyase
	MbhComplex	K18016 | K18017	energy	mbhJ/mbhL — membrane-bound archaeal [NiFe] (e.g. Pyrococcus)
Hydrogenase FeFe HydA	HydrogenaseFeFeHydA	K18008	energy	ARCHAEA-MOD-V2: [FeFe]-hydrogenase catalytic subunit. H2 production in fermenters; present in some anaerobic archaea (rare).
Hydrogenase FeFe Hnd	HydrogenaseFeFeHnd	K18331 | K18330 | K18329	energy	ARCHAEA-MOD-V2: Hnd [FeFe]-type heterotetrameric NADP-reducing hydrogenase (HndABCD). Three diagnostic subunits (K18329 hndA, K18330 hndB, K18331 hndC). Presence of hndC alone is sufficient for detection. Rescued finding in MGIII MAGs of the study.
Any Hydrogenase	AnyHydrogenase	HydrogenaseG1NiFe | HydrogenaseG3aNiFe | HydrogenaseG3cNiFeMvh | HydrogenaseG3dNiFe | HydrogenaseG4NiFe | HydrogenaseFeFeHydA | HydrogenaseFeFeHnd	energy	ARCHAEA-MOD-V2: Meta-trait — any of the classified hydrogenase groups present.
Hydrogenotroph	Hydrogenotroph	HydrogenaseG1NiFe | [HydrogenaseG3aNiFe & not(methanogen)]	energy	ARCHAEA-MOD-V2: H2 uptake for energy conservation. Group 1 [NiFe] is diagnostic (H2 oxidation coupled to respiration). Group 3a without methanogenesis context also indicates hydrogenotrophy (Archaeoglobus-type sulfate reducers).
Hydrogen Evolver	HydrogenEvolver	HydrogenaseG4NiFe | HydrogenaseFeFeHydA	energy	ARCHAEA-MOD-V2: H2 production. Group 4 [NiFe] couples H2 evolution to ion pumping; [FeFe] HydA classically catalyzes fermentative H2 production. Note: [FeFe] Hnd is NOT included here because it is bidirectional (uptake in sulfate reducers, potentially evolving in fermenters); Hnd direction requires physiological context.
Aerobic CO Oxidizer	AerobicCOOxidizer	CoxL & CoxM & CoxS	energy	ARCHAEA-MOD-V2: STRICT — aerobic Mo-CODH requires all three subunits CoxL+CoxM+CoxS. K03518 (CoxS) alone is NOT diagnostic: the same [2Fe-2S] small subunit topology is present in XDH, AOR and other molybdo-hydroxylases of the CO-DH/XDH superfamily. In the dataset, 35/54 MAGs have CoxS alone but only 1 has the full complex.
	CoxL	K03520	energy	catalytic large subunit (Mo-active site)
	CoxM	K03519	energy	medium subunit (FAD-binding)
	CoxS	K03518	energy	[2Fe-2S] small subunit
Anaerobic CO Oxidizer	AnaerobicCOOxidizer	CooS & CooF	energy	ARCHAEA-MOD-V2: Ni-CODH (cooS) coupled to ferredoxin (cooF). Anaerobic oxidation CO → CO2 with ferredoxin reduction, in Wood-Ljungdahl context.
	CooS	K00198	energy	Ni-CODH catalytic subunit (aka cdhA/acsA)
	CooF	K00197	energy	Fe-S protein; ferredoxin-like partner
Anaerobic Methane Oxidizer ANME	ANME	mcr & [DsrABfull | AprAB]	energy	ARCHAEA-MOD-V2: ANME use methyl-CoM reductase in REVERSE direction (CH4 activation) coupled typically to sulfate reduction (syntrophic with SRB or via direct electron transfer). Presence of mcrABG AND dissimilatory sulfate-reduction signature discriminates ANME from methanogens. Note: the main DRAM2 "methanogen" trait is already mutually exclusive via NegativeForFermenter/sulfatereducer logic.
Urease Nitrogen Mineralization	UreaseNMineralization	UreABC	energy	ARCHAEA-MOD-V2: urease complex hydrolyzes urea to NH3 + CO2, supplying ammonia as N source. Documented in AOA (Alonso-Sáez 2012) as strategy for low-substrate oligotrophic ocean. Distinct functional rasgo from "Nitrogen fixer" and from "Aerobic Ammonia Oxidizer".
	UreABC	UreC & UreB & UreA	energy	full heterotrimeric urease
	UreC	K01428	energy	urease alpha subunit (catalytic)
	UreB	K01429	energy	urease beta subunit
	UreA	K01430	energy	urease gamma subunit
